id,company,name,overview,responsibilities,qualifications,optional_qualifications,location,benefits,remote,created_at,updated_at,is_open
7b8cb58d-044d-4ecd-ad57-5961748bbf89,NVIDIA,Deep Learning Software Engineer,"As a Deep Learning Software Engineer, you will develop and optimize deep learning frameworks and algorithms to accelerate AI applications. You will work closely with researchers and engineers to implement state-of-the-art models and improve performance.","Develop and implement AI/ML models,Collaborate with cross-functional teams,Stay up-to-date with latest AI research,Optimize model performance and scalability","Bachelor's degree in Computer Science or related field,Experience with Python, TensorFlow, PyTorch,Strong understanding of machine learning algorithms,Experience with large-scale data processing","Master's or PhD in AI/ML,Experience with cloud platforms (AWS, GCP, Azure),Publications in top AI conferences,Experience with MLOps and model deployment",11e6c41c-0dae-43d5-be0b-f931ddb006f6,"Competitive salary and equity,Health, dental, and vision insurance,Flexible work arrangements,Professional development opportunities,401(k) matching",false,2025-08-27T21:55:41.131Z,2025-08-27T21:55:41.131Z,true
e95e1af5-1819-462b-b57b-1277562e2eb0,NVIDIA,AI Research Scientist,"Join NVIDIA's AI Research team to conduct cutting-edge research in machine learning and AI. You will collaborate with a team of experts to publish papers, develop new algorithms, and contribute to the advancement of AI technology.","Develop and implement AI/ML models,Collaborate with cross-functional teams,Stay up-to-date with latest AI research,Optimize model performance and scalability","Bachelor's degree in Computer Science or related field,Experience with Python, TensorFlow, PyTorch,Strong understanding of machine learning algorithms,Experience with large-scale data processing","Master's or PhD in AI/ML,Experience with cloud platforms (AWS, GCP, Azure),Publications in top AI conferences,Experience with MLOps and model deployment",6bc3de89-366a-4776-ab04-bb747fcfc934,"Competitive salary and equity,Health, dental, and vision insurance,Flexible work arrangements,Professional development opportunities,401(k) matching",true,2025-08-27T21:55:41.131Z,2025-08-27T21:55:41.131Z,true
29c8c30f-dd6f-4720-b02f-4614683fe298,NVIDIA,Software Engineer - Autonomous Vehicles,"As a Software Engineer in the Autonomous Vehicles team, you will design and implement software for self-driving cars. You will work on perception, planning, and control systems to enhance the safety and reliability of autonomous vehicles.","Develop and implement AI/ML models,Collaborate with cross-functional teams,Stay up-to-date with latest AI research,Optimize model performance and scalability","Bachelor's degree in Computer Science or related field,Experience with Python, TensorFlow, PyTorch,Strong understanding of machine learning algorithms,Experience with large-scale data processing","Master's or PhD in AI/ML,Experience with cloud platforms (AWS, GCP, Azure),Publications in top AI conferences,Experience with MLOps and model deployment",8d567f02-a2c0-4268-b7e2-a864275b94d0,"Competitive salary and equity,Health, dental, and vision insurance,Flexible work arrangements,Professional development opportunities,401(k) matching",false,2025-08-27T21:55:41.131Z,2025-08-27T21:55:41.131Z,true
7c78a9fa-8fd6-442b-8037-b231f96a123f,NVIDIA,Machine Learning Engineer,"Develop and deploy machine learning models for various applications. You will work with large datasets, optimize algorithms, and collaborate with cross-functional teams to deliver innovative AI solutions.","Develop and implement AI/ML models,Collaborate with cross-functional teams,Stay up-to-date with latest AI research,Optimize model performance and scalability","Bachelor's degree in Computer Science or related field,Experience with Python, TensorFlow, PyTorch,Strong understanding of machine learning algorithms,Experience with large-scale data processing","Master's or PhD in AI/ML,Experience with cloud platforms (AWS, GCP, Azure),Publications in top AI conferences,Experience with MLOps and model deployment",92e9aa38-6c8d-4c5b-b310-94058270ffd8,"Competitive salary and equity,Health, dental, and vision insurance,Flexible work arrangements,Professional development opportunities,401(k) matching",true,2025-08-27T21:55:41.131Z,2025-08-27T21:55:41.131Z,true
3b5438fc-7edc-48fd-ada7-f86c593faf12,NVIDIA,GPU Software Engineer,"As a GPU Software Engineer, you will develop and optimize software for NVIDIA's GPU platforms. You will work on performance tuning, driver development, and collaborate with hardware engineers to enhance GPU capabilities.","Develop and implement AI/ML models,Collaborate with cross-functional teams,Stay up-to-date with latest AI research,Optimize model performance and scalability","Bachelor's degree in Computer Science or related field,Experience with Python, TensorFlow, PyTorch,Strong understanding of machine learning algorithms,Experience with large-scale data processing","Master's or PhD in AI/ML,Experience with cloud platforms (AWS, GCP, Azure),Publications in top AI conferences,Experience with MLOps and model deployment",d89c65f0-ca00-4c3d-84ff-78d4cf54d0e1,"Competitive salary and equity,Health, dental, and vision insurance,Flexible work arrangements,Professional development opportunities,401(k) matching",false,2025-08-27T21:55:41.131Z,2025-08-27T21:55:41.131Z,true
a17b18d3-e2d5-495f-82f2-7ba095c1ecd3,C3.ai,Data Scientist,"As a Data Scientist at C3.ai, you will work on cutting-edge AI and machine learning projects, developing models and algorithms to solve complex business problems. You will collaborate with cross-functional teams to deploy AI solutions at scale.","Develop and implement AI/ML models,Collaborate with cross-functional teams,Stay up-to-date with latest AI research,Optimize model performance and scalability","Bachelor's degree in Computer Science or related field,Experience with Python, TensorFlow, PyTorch,Strong understanding of machine learning algorithms,Experience with large-scale data processing","Master's or PhD in AI/ML,Experience with cloud platforms (AWS, GCP, Azure),Publications in top AI conferences,Experience with MLOps and model deployment",5322784c-b08f-421c-90d1-8d20927109af,"Competitive salary and equity,Health, dental, and vision insurance,Flexible work arrangements,Professional development opportunities,401(k) matching",false,2025-08-27T21:55:48.951Z,2025-08-27T21:55:48.951Z,true
a3d3c149-e157-466c-937a-892490180307,C3.ai,Machine Learning Engineer,"The Machine Learning Engineer will design and implement machine learning models and pipelines. You will be responsible for optimizing algorithms and integrating them into the C3 AI Suite, ensuring high performance and scalability.","Develop and implement AI/ML models,Collaborate with cross-functional teams,Stay up-to-date with latest AI research,Optimize model performance and scalability","Bachelor's degree in Computer Science or related field,Experience with Python, TensorFlow, PyTorch,Strong understanding of machine learning algorithms,Experience with large-scale data processing","Master's or PhD in AI/ML,Experience with cloud platforms (AWS, GCP, Azure),Publications in top AI conferences,Experience with MLOps and model deployment",5322784c-b08f-421c-90d1-8d20927109af,"Competitive salary and equity,Health, dental, and vision insurance,Flexible work arrangements,Professional development opportunities,401(k) matching",false,2025-08-27T21:55:48.951Z,2025-08-27T21:55:48.951Z,true
60615804-3444-4617-be38-c3cbcf7e7d34,C3.ai,Software Engineer,"Join C3.ai as a Software Engineer to develop and maintain software applications that leverage the C3 AI Suite. You will work on full-stack development, contributing to both front-end and back-end components.","Develop and implement AI/ML models,Collaborate with cross-functional teams,Stay up-to-date with latest AI research,Optimize model performance and scalability","Bachelor's degree in Computer Science or related field,Experience with Python, TensorFlow, PyTorch,Strong understanding of machine learning algorithms,Experience with large-scale data processing","Master's or PhD in AI/ML,Experience with cloud platforms (AWS, GCP, Azure),Publications in top AI conferences,Experience with MLOps and model deployment",5322784c-b08f-421c-90d1-8d20927109af,"Competitive salary and equity,Health, dental, and vision insurance,Flexible work arrangements,Professional development opportunities,401(k) matching",false,2025-08-27T21:55:48.951Z,2025-08-27T21:55:48.951Z,true
15a1f927-c306-4d51-aaa8-b733a7b5500b,C3.ai,AI Solutions Architect,The AI Solutions Architect will lead the design and implementation of AI solutions for clients. You will work closely with sales and engineering teams to understand client needs and deliver tailored AI applications.,"Develop and implement AI/ML models,Collaborate with cross-functional teams,Stay up-to-date with latest AI research,Optimize model performance and scalability","Bachelor's degree in Computer Science or related field,Experience with Python, TensorFlow, PyTorch,Strong understanding of machine learning algorithms,Experience with large-scale data processing","Master's or PhD in AI/ML,Experience with cloud platforms (AWS, GCP, Azure),Publications in top AI conferences,Experience with MLOps and model deployment",5322784c-b08f-421c-90d1-8d20927109af,"Competitive salary and equity,Health, dental, and vision insurance,Flexible work arrangements,Professional development opportunities,401(k) matching",false,2025-08-27T21:55:48.951Z,2025-08-27T21:55:48.951Z,true
490585d8-04df-416c-bec8-eca896209f26,C3.ai,DevOps Engineer,"As a DevOps Engineer at C3.ai, you will automate and streamline operations and processes. You will build and maintain tools for deployment, monitoring, and operations, and troubleshoot and resolve issues in development, test, and production environments.","Develop and implement AI/ML models,Collaborate with cross-functional teams,Stay up-to-date with latest AI research,Optimize model performance and scalability","Bachelor's degree in Computer Science or related field,Experience with Python, TensorFlow, PyTorch,Strong understanding of machine learning algorithms,Experience with large-scale data processing","Master's or PhD in AI/ML,Experience with cloud platforms (AWS, GCP, Azure),Publications in top AI conferences,Experience with MLOps and model deployment",5322784c-b08f-421c-90d1-8d20927109af,"Competitive salary and equity,Health, dental, and vision insurance,Flexible work arrangements,Professional development opportunities,401(k) matching",false,2025-08-27T21:55:48.951Z,2025-08-27T21:55:48.951Z,true
dab24670-39b5-4ef7-b19e-0573df9e0cc3,Palantir,Software Engineer,"As a Software Engineer at Palantir, you will be responsible for designing and implementing software solutions that solve complex problems. You will work closely with other engineers and product teams to build scalable and efficient systems.","Develop and implement AI/ML models,Collaborate with cross-functional teams,Stay up-to-date with latest AI research,Optimize model performance and scalability","Bachelor's degree in Computer Science or related field,Experience with Python, TensorFlow, PyTorch,Strong understanding of machine learning algorithms,Experience with large-scale data processing","Master's or PhD in AI/ML,Experience with cloud platforms (AWS, GCP, Azure),Publications in top AI conferences,Experience with MLOps and model deployment",80b41c35-0e87-4f1e-8d84-bcfe66ffa35b,"Competitive salary and equity,Health, dental, and vision insurance,Flexible work arrangements,Professional development opportunities,401(k) matching",false,2025-08-27T21:55:54.669Z,2025-08-27T21:55:54.669Z,true
ec7984bc-5df4-4c85-8590-a6adb0041aea,Palantir,Machine Learning Engineer,The Machine Learning Engineer will develop and deploy machine learning models to enhance Palantir's data analytics capabilities. You will collaborate with data scientists and engineers to integrate ML solutions into our platforms.,"Develop and implement AI/ML models,Collaborate with cross-functional teams,Stay up-to-date with latest AI research,Optimize model performance and scalability","Bachelor's degree in Computer Science or related field,Experience with Python, TensorFlow, PyTorch,Strong understanding of machine learning algorithms,Experience with large-scale data processing","Master's or PhD in AI/ML,Experience with cloud platforms (AWS, GCP, Azure),Publications in top AI conferences,Experience with MLOps and model deployment",00a50922-9c1f-4e8b-9a7d-4a20b9288ff1,"Competitive salary and equity,Health, dental, and vision insurance,Flexible work arrangements,Professional development opportunities,401(k) matching",false,2025-08-27T21:55:54.669Z,2025-08-27T21:55:54.669Z,true
2aeb1461-f6c0-483a-9f72-7003ed01d7eb,Palantir,AI Research Scientist,"As an AI Research Scientist, you will conduct cutting-edge research in artificial intelligence and machine learning. You will work on projects that push the boundaries of AI technology and contribute to Palantir's innovative solutions.","Develop and implement AI/ML models,Collaborate with cross-functional teams,Stay up-to-date with latest AI research,Optimize model performance and scalability","Bachelor's degree in Computer Science or related field,Experience with Python, TensorFlow, PyTorch,Strong understanding of machine learning algorithms,Experience with large-scale data processing","Master's or PhD in AI/ML,Experience with cloud platforms (AWS, GCP, Azure),Publications in top AI conferences,Experience with MLOps and model deployment",8bc525b1-4896-428f-a63f-b47a2e0a6e77,"Competitive salary and equity,Health, dental, and vision insurance,Flexible work arrangements,Professional development opportunities,401(k) matching",false,2025-08-27T21:55:54.669Z,2025-08-27T21:55:54.669Z,true
202dbcfc-6f79-4d80-b00f-cbbd9d0448dc,Palantir,Data Engineer,The Data Engineer will design and implement data pipelines and architectures to support data-driven decision-making. You will work with large datasets and ensure data quality and accessibility for analytics teams.,"Develop and implement AI/ML models,Collaborate with cross-functional teams,Stay up-to-date with latest AI research,Optimize model performance and scalability","Bachelor's degree in Computer Science or related field,Experience with Python, TensorFlow, PyTorch,Strong understanding of machine learning algorithms,Experience with large-scale data processing","Master's or PhD in AI/ML,Experience with cloud platforms (AWS, GCP, Azure),Publications in top AI conferences,Experience with MLOps and model deployment",af8c8e39-06de-4949-9567-327c079f6ce3,"Competitive salary and equity,Health, dental, and vision insurance,Flexible work arrangements,Professional development opportunities,401(k) matching",true,2025-08-27T21:55:54.669Z,2025-08-27T21:55:54.669Z,true
deedd98d-3758-4e4d-bf6d-5363a763503d,Palantir,Product Designer - AI/ML,"As a Product Designer focusing on AI/ML, you will create intuitive and impactful user experiences for Palantir's AI-driven products. You will collaborate with engineers and product managers to design interfaces that enhance user engagement.","Develop and implement AI/ML models,Collaborate with cross-functional teams,Stay up-to-date with latest AI research,Optimize model performance and scalability","Bachelor's degree in Computer Science or related field,Experience with Python, TensorFlow, PyTorch,Strong understanding of machine learning algorithms,Experience with large-scale data processing","Master's or PhD in AI/ML,Experience with cloud platforms (AWS, GCP, Azure),Publications in top AI conferences,Experience with MLOps and model deployment",897f1753-affc-4758-a0db-9a92b0d82e90,"Competitive salary and equity,Health, dental, and vision insurance,Flexible work arrangements,Professional development opportunities,401(k) matching",true,2025-08-27T21:55:54.669Z,2025-08-27T21:55:54.669Z,true
